left
0, -60.483214713791206, 0, 
-99.99999999999994, -62.58727796673489, -52.09413072336195,   
-99.99999999999994, -56.50257711680605, -51.852346293901206,  
-99.99999999999994, -63.00213292433498, -51.513550815902484,  
-99.99999999999994, -61.99789557669521, -50.822188214258574,  
-99.99999999999994, -62.27315204327867, -52.55183270690246,   
-99.99999999999994, -72.96166545913462, -52.07225313741847,   
-99.99999999999994, -63.71403728699206, -52.680737652494834,  
-99.99999999999994, -62.46745690117874, -54.39141371273827,   
-99.99999999999994, -61.96813856103381, -54.219643315524806,  
-99.99999999999994, -62.869977599264764, -49.26776322326438,  
-99.99999999999994, -60.084137758132954, -52.63868529238743,  
-99.99999999999994, -62.2062358659475, -51.32565969432697,    
-99.99999999999994, -57.972045985923494, -49.837859084243526, 
-99.99999999999994, -59.39589581907654, -52.24558597369395,   
-99.99999999999994, -65.16533734259409, -51.29817994923342,   
-99.99999999999994, -62.49098482840369, -54.08259018537057,   
-99.99999999999994, -66.20720418192909, -53.930486215830626,  
-99.99999999999994, -60.253794016481194, -51.78225736806105,  
-99.99999999999994, -55.1469664611637, -53.91860907062582,    
-99.99999999999912, -59.89787401555899, -49.40767601058115,   
-99.9999999999642, -56.63221977968421, -50.514692494750584,   
-99.99999999437243, -56.95661166011631, -47.236889344325,     
-99.99999850214728, -60.53607786981487, -46.91506208462945,   
-99.99998122201933, -54.15243676749125, -45.89228770384572,   
-99.99991791689894, -65.25809275549356, -41.719216604539675,  
-99.99825730661897, -54.20683702466212, -38.69813921922537,   
-99.94924712139435, -59.35921137952315, -35.889687602625074,  
-99.97815254994714, -43.10879918158399, -33.07921860620829,   
-99.77814687655378, -52.031123411702865, -32.58254444165073,
-99.89388833880034, -48.366962192492394, -29.64298243203274,
-99.03022627021245, -47.86518916935097, -26.56021943724241,
-98.52191170585652, -39.259490320996704, -20.1422801385137,
-97.97244404095547, -40.776521794765856, -15.58733589969393,
-94.185026299696, -37.07571104251261, -8.656879722106318,
-87.84233454094309, -27.719057974388253, -4.414243735283479,
-87.84233454094309, -15.791176123266604, -4.8064137014783626,
-71.7570463519, -16.19482128341556, -2.3047538583122127,
-74.58134171671, -8.790391359091211, -3.7615786975591243,
-52.17031, -16.15927473313278, -0.9717261296702524,
-68.618940391, -14.876612428630601, -0.23290626914401497,
-65.13215599, -18.707138568196754, -1.0691319836682,
-65.13215599, -11.102803767442227, -0.774081300342861,
-52.17031, -6.589720209690001, -0.08949461191200002,
-40.951, -0.5329821789000001, -0.5249574279,
-34.39, -5.262040179, -0.09287541000000003,
-46.8559, -2.5731441000000004, -0.24931800000000004,
-27.1, -1.24659, 0.0,
-34.39, 0.0, 0.0,
-10.0, 0.0, 0,
-10.0, 0.0, 0,
0, 0.0, 0.0,
-10.0, 0.0, 0.0,
0, 0, 0,
-10.0, 0.0, 0.0,
-10.0, 0, 0,
-10.0, 0, 0.0,
0, 0.0, 0.0,
-10.0, 0.0, 0.0,
0, 0, 0,
0, 0.0, 0,
-10.0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0, 
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
0, 0, 0,
right
0, -61.34773324627518, 0,
-52.00763962212367, -66.60012176063559, -99.99999999999994,
-53.21189467366406, -59.71943641790292, -99.99999999999994,
-52.764917453924774, -68.34634828169634, -99.99999999999994,
-51.59164435896205, -56.05843089559129, -99.99999999999994,
