Velocity;Left;Left45;Front;Right45;Right;Rotation
29.3021;1.895;3.9911;37.9852;4.5626;4.1997;8
28.4557;1.9366;4.144;37.7852;4.5486;4.1256;8
32.1746;1.9781;4.2753;37.5852;4.5354;4.0514;8
32.8943;2.0307;4.4065;37.3852;4.5222;3.9772;8
31.3242;2.0989;4.5377;37.1852;4.509;3.903;8
32.8394;2.167;4.669;36.9852;4.5026;3.8288;8
29.8978;2.2352;4.7852;36.7852;4.535;3.7597;8
28.241;2.3033;4.8571;36.5852;4.5675;3.6955;8
30.386;2.3715;4.9289;36.3852;4.5999;3.6313;8
32.515;2.444;5.0008;36.1852;4.6477;3.5672;8
31.6841;2.518;5.0727;35.9852;4.7446;3.503;8
29.4435;2.5921;5.1446;35.7852;4.8415;3.4388;8
28.3428;2.6661;5.2052;35.5851;4.9637;3.3946;8
29.4976;2.7401;5.2208;35.3851;5.2474;3.3538;8
29.7937;2.8141;5.2365;35.1851;5.5435;3.313;8
30.8538;2.8881;5.2521;34.9851;5.8858;3.2722;8
41.1918;2.9525;5.2678;34.7851;6.0544;3.2315;8
24.8358;3.0159;5.2835;34.5851;6.1419;3.217;8
32.8797;3.0793;5.2991;34.3851;6.2294;3.2072;8
33.4644;3.1427;5.2981;34.1851;6.3169;3.1974;8
33.6434;3.2061;5.2717;33.9851;6.4044;3.1876;8
28.3173;3.2695;5.2454;33.7851;6.4919;3.1853;8
28.3433;3.3329;5.219;33.5851;6.5794;3.2059;8
32.854;3.3871;5.1926;33.3851;6.5308;3.2265;8
28.9294;3.4277;5.1662;33.1851;6.4745;3.2471;8
30.7384;3.4682;5.1398;32.985;6.4181;3.2677;8
33.8754;3.5087;5.1094;32.785;6.3618;3.3153;8
30.3556;3.5492;5.0507;32.585;6.3054;3.3664;8
30.2159;3.5898;4.9921;32.385;6.2491;3.4174;8
30.0168;3.6303;4.9334;32.185;6.1927;3.4684;8
32.9287;3.6708;4.8748;31.985;6.1364;3.555;8
30.6934;3.687;4.8161;31.785;6.08;3.6551;8
28.9894;3.6975;4.7575;31.585;6.0237;3.7553;8
29.7964;3.708;4.6988;31.385;5.9673;3.8554;8
33.2001;3.7185;4.6208;31.185;5.911;3.9637;8
30.6376;3.729;4.5281;30.985;5.8423;4.0732;8
31.166;3.7395;4.4353;30.785;5.7516;4.1827;8
33.0766;3.75;4.3426;30.585;5.6609;4.2618;8
30.9871;3.7409;4.2498;30.3849;5.5702;4.3091;8
27.8197;3.7204;4.1571;30.1849;5.4795;4.3563;8
34.2536;3.6998;4.0643;29.9849;5.3888;4.4036;8
31.7678;3.6792;3.9716;29.7849;5.2981;4.4508;8
30.787;3.6586;3.8711;29.5849;5.2074;4.4981;8
26.2014;3.6381;3.7693;29.3849;5.1168;4.5453;8
24.7097;3.6163;3.6675;29.1849;5.0261;4.5926;8
31.7659;3.564;3.5657;28.9849;4.9354;4.6398;8
33.1994;3.5117;3.464;28.7849;4.8447;4.6222;8
29.133;3.4594;3.3622;28.5849;4.7553;4.5725;8
29.7937;3.4071;3.2604;28.3849;4.6665;4.5227;8
31.1387;3.3547;3.2345;28.1849;4.5777;4.473;8
31.9452;3.3004;3.262;27.9848;4.4888;4.4232;8
29.6216;3.2028;3.3826;27.7848;4.4;4.3734;8
31.7203;3.1052;3.5682;27.5848;4.3112;4.3237;8
29.4923;3.0076;3.8328;27.3848;4.2224;4.2739;8
28.8834;2.91;4.0973;27.1848;4.1335;4.2242;8
33.6392;2.8124;4.348;26.9848;4.0559;4.1744;8
30.0091;2.702;4.5803;26.7848;3.9917;4.0983;8
32.2858;2.5896;4.8127;26.5848;3.9275;4.0039;8
32.7107;2.4772;5.0451;26.3848;3.8632;3.9096;8
27.0952;2.3647;5.2724;26.1848;3.799;3.8152;8
30.8649;2.2523;5.3873;25.9848;3.7405;3.7208;8
31.3512;2.2778;5.5023;25.7848;3.7294;3.6264;8
30.4364;2.3346;5.6173;25.5848;3.7183;3.532;8
32.2692;2.3945;5.7322;25.3847;3.7073;3.4376;8
27.8164;2.4638;5.8472;25.1847;3.7485;3.3451;8
30.5278;2.5604;5.9622;24.9847;3.8611;3.2536;8
28.2308;2.6571;5.9981;24.7847;3.9919;3.162;8
27.359;2.7538;6.01;24.5847;4.4919;3.0704;8
27.8633;2.8504;6.0219;24.3847;6.0469;2.9789;8
31.9072;2.9471;6.0339;24.1847;6.6125;2.8877;8
33.5736;3.0411;6.0458;23.9847;6.8025;2.829;8
28.8661;3.1313;6.0577;23.7847;6.9924;2.7703;8
32.3081;3.2215;6.0697;23.5847;7.1823;2.7115;8
28.489;3.3117;6.0816;23.3847;7.2118;2.6528;8
29.0326;3.4019;6.0235;23.1847;7.2274;2.6385;8
26.9589;3.4921;5.9628;22.9847;7.243;2.6303;8
30.9022;3.5823;5.9022;22.7846;7.2586;2.6222;8
32.0285;3.6726;5.8415;22.5846;7.2742;2.6361;8
29.3147;3.7491;5.7809;22.3846;7.2898;2.6931;8
28.1583;3.8069;5.7203;22.1846;7.3054;2.75;8
34.666;3.8647;5.6596;21.9846;7.2852;2.8082;8
30.1585;3.9225;5.599;21.7846;7.239;2.9359;8
33.5977;3.9803;5.5175;21.5846;7.1927;3.0637;8
30.207;4.0381;5.41;21.3846;7.1464;3.1914;8
32.2896;4.0959;5.3025;21.1846;7.1001;3.3523;8
29.9558;4.1537;5.195;20.9846;7.0539;3.5269;8
31.7962;4.2115;5.0875;20.7846;7.0076;3.7014;8
30.0356;4.2398;4.98;20.5846;6.9613;3.8749;8
27.9009;4.2479;4.8725;20.3846;6.915;4.0434;8
33.1934;4.256;4.765;20.1845;6.8688;4.212;8
40.3244;4.2641;4.6544;19.9845;6.8027;4.3805;8
44.1366;4.2722;4.5237;19.7845;6.7318;4.549;8
26.3959;4.2803;4.393;19.5845;6.6608;4.6452;8
27.3366;4.2884;4.2624;19.3845;6.5898;4.7256;8
22.9364;4.2965;4.1317;19.1845;6.5188;4.8059;8
29.3779;4.2755;4.001;18.9845;6.4479;4.8863;8
30.8207;4.2209;3.8703;18.7845;6.3769;4.9666;8
32.3791;4.1663;3.7396;18.5845;6.3059;5.047;8
26.7006;4.1118;3.6075;18.3845;6.2349;5.0941;8
27.3494;4.0572;3.4745;18.1845;6.164;5.1046;8
31.883;4.0026;3.3415;17.9845;6.0891;5.115;8
29.0698;3.948;3.2085;17.7845;6.0126;5.1255;8
32.1867;3.8411;3.0755;17.5844;5.936;5.1359;8
33.3124;3.7185;2.9425;17.3844;5.8595;5.1464;8
30.7153;3.5958;2.834;17.1844;5.783;5.1568;8
31.532;3.4732;2.753;16.9844;5.7064;5.1673;8
30.2853;3.3506;2.672;16.7844;5.6299;5.1417;8
31.1198;3.1977;2.591;16.5844;5.5534;5.1026;8
33.4124;3.0259;2.5188;16.3844;5.4769;5.0634;8
33.2927;2.8541;2.5079;16.1844;5.4061;5.0243;8
29.5627;2.6823;2.4969;15.9844;5.3374;4.9852;8
33.5419;2.5073;2.4859;15.7844;5.2686;4.9461;8
29.1954;2.3298;2.5183;15.5844;5.1999;4.907;8
28.4419;2.1523;2.5924;15.3844;5.1312;4.8678;8
34.0645;2.0056;2.6665;15.1843;5.0625;4.8134;8
34.1841;1.9253;2.7433;14.9843;4.9938;4.7464;8
34.9236;1.845;2.8895;14.7843;4.9308;4.6794;8
28.3325;1.7804;3.0357;14.5843;4.8829;4.6124;8
28.11;1.7723;3.1819;14.3843;4.835;4.5454;8
29.3758;1.7642;3.3341;14.1843;4.7871;4.4784;8
27.2609;1.7561;3.5003;13.9843;4.7391;4.4114;8
28.954;1.7848;3.6664;13.7843;4.6912;4.3444;8
29.2711;1.8263;3.8326;13.5843;4.652;4.2704;8
29.7293;1.8678;3.9988;13.3843;4.6388;4.1962;8
29.5755;1.9093;4.1303;13.1843;4.6256;4.122;8
31.1809;1.9604;4.2616;12.9843;4.6124;4.0478;8
28.2605;2.0286;4.3928;12.7843;4.5992;3.9736;8
30.2439;2.0968;4.5241;12.5842;4.6052;3.8995;8
33.7252;2.1649;4.6553;12.3842;4.6377;3.8297;8
30.9034;2.2331;4.7353;12.1842;4.6701;3.7655;8
31.3783;2.3012;4.8072;11.9842;4.7026;3.7014;8
28.7777;2.3734;4.879;11.7842;4.768;3.6372;8
28.5009;2.4474;4.9509;11.5842;4.8649;3.573;8
32.7507;2.5215;5.0228;11.3842;4.9618;3.5089;8
28.7014;2.5955;5.0947;11.1842;5.1351;3.4633;8
30.717;2.6695;5.1209;10.9842;5.4188;3.4225;8
21.2762;2.7435;5.1366;10.7842;5.7309;3.3817;8
26.4852;2.8175;5.1523;10.5842;6.0732;3.3409;8
28.1855;2.8825;5.1679;10.3842;16.5771;3.3001;8
31.873;2.9459;5.1836;10.1842;16.3336;3.2839;8
30.9683;3.0093;5.1992;9.9841;16.09;3.2741;8
25.7509;3.0727;5.2146;9.7841;15.839;3.2643;7
28.6909;3.1897;5.3566;9.7421;15.9803;3.242;7
33.6497;3.3191;5.5213;9.7127;16.1376;3.2165;7
34.5085;3.4381;5.7108;9.6891;16.3208;3.1877;7
34.6234;3.5555;5.8347;9.6441;16.5243;3.1594;7
32.0244;3.6856;5.9796;9.6117;16.7213;3.1391;7
36.1894;3.8291;6.128;9.5923;16.9481;3.1155;7
38.0635;3.984;6.2097;9.5645;17.2079;3.0886;7
37.5255;4.1004;6.309;9.5366;17.4623;3.0583;7
37.6295;4.23;6.4143;9.522;17.7356;3.0245;7
40.6208;4.3733;6.5213;9.5215;18.0472;2.987;7
33.2154;4.5294;6.632;9.5032;5.5143;2.9458;7
30.5639;4.6414;6.6309;9.4983;5.0624;2.9005;7
37.6845;4.7668;6.6433;9.508;4.7424;2.8638;7
38.9147;4.9063;6.6699;9.5229;4.4952;2.8273;7
43.3352;5.0325;6.6476;9.5267;4.2921;2.7869;7
38.219;5.1396;6.6216;9.5457;4.118;2.7424;7
36.8942;5.2603;6.6084;9.5808;3.9636;2.6937;7
35.8141;5.3794;6.5827;9.6179;3.8233;2.6404;7
38.868;5.4496;6.5422;9.6565;3.6933;2.5824;7
33.8728;5.5327;6.5139;9.7129;3.5711;2.5289;7
38.9126;5.6248;6.4942;9.7886;3.4547;2.489;7
35.4534;5.7114;6.4515;9.8583;3.3429;2.4447;7
33.4368;5.8116;6.4211;9.9398;3.2347;2.3958;7
40.4087;5.8511;6.403;10.043;3.1291;2.3422;7
26.2285;5.8564;6.3777;10.1653;3.0256;2.2836;7
36.537;5.8742;6.3521;10.2747;2.9238;2.2197;7
21.7356;5.8856;6.339;10.4086;2.8231;2.1536;8
38.6587;5.8578;6.2463;10.2086;2.8782;2.0758;8
42.5265;5.8301;6.1536;10.0086;2.9882;1.998;8
37.8335;5.8023;6.0555;9.8086;3.0983;1.9203;8
33.7852;5.7745;5.9515;9.6086;3.2084;1.9036;8
34.486;5.7468;5.8475;9.4086;3.375;1.903;8
36.2157;5.7129;5.7435;9.2086;3.5552;1.9023;8
39.2003;5.6575;5.6395;9.0086;3.7354;1.9064;8
31.0189;5.602;5.5355;8.8086;3.9962;1.9366;7
32.0285;5.5195;5.4988;8.9162;3.8524;1.9388;7
37.7777;5.4505;5.4669;9.0349;3.7189;1.9366;7
32.5619;5.3586;5.4246;9.1489;3.5933;1.9299;7
45.6445;5.2767;5.3934;9.2885;3.4737;1.9188;7
32.662;5.2081;5.3736;9.4565;3.3589;1.9122;7
33.3798;5.1367;5.3655;9.6389;3.2478;1.9093;7
32.0234;5.0623;5.3487;9.8236;3.1395;1.9019;7
29.8516;5.0007;5.3416;10.0426;3.0335;1.89;7
31.4532;4.9515;5.3467;10.3006;2.9292;1.8737;7
26.7042;4.8915;5.3644;10.5528;2.8262;1.8529;7
30.487;4.8398;5.3833;10.8296;2.7242;1.8275;7
30.0809;4.8002;5.4029;11.1537;2.6228;1.8077;7
29.9281;4.7724;5.4358;11.5057;2.5217;1.7869;7
31.1187;4.7295;5.4828;11.8711;2.4233;1.7616;7
31.136;4.697;5.5434;12.2971;2.3301;1.7314;7
28.7844;4.6762;5.5921;12.7598;2.2364;1.6965;7
27.9347;4.6584;5.5296;12.5599;2.2389;1.6671;8
27.7083;4.6407;5.4671;12.3599;2.2414;1.6436;8
26.0019;4.6126;5.4046;12.1599;2.2438;1.6308;8
26.0655;4.5824;5.3421;11.9599;2.2463;1.618;8
23.1818;4.5522;5.2796;11.7599;2.2586;1.6051;8
24.8255;4.522;5.2171;11.56;2.2864;1.5923;8
27.9074;4.4918;5.1546;11.36;2.3143;1.5798;8
29.4775;4.4617;5.0921;11.16;2.3422;1.5815;8
26.8573;4.4315;5.021;10.96;2.37;1.5832;8
29.1783;4.3996;4.9467;10.76;2.3998;1.5849;8
24.9147;4.3567;4.8724;10.5601;2.4498;1.5867;8
35.9039;4.3138;4.798;10.3601;2.4998;1.5884;8
26.0228;4.271;4.7237;10.1601;2.5498;1.5972;8
26.7316;4.2281;4.6494;9.9601;2.5998;1.6152;8
23.2489;4.1852;4.575;9.7601;2.6499;1.6331;8
25.7577;4.1424;4.5007;9.5602;2.7263;1.6511;8
25.2105;4.0995;4.4264;9.3602;2.8026;1.669;8
34.7074;4.0548;4.352;9.1602;2.879;1.6869;8
36.2299;3.9981;4.2777;8.9602;2.9554;1.7123;8
31.1551;3.9414;4.2034;8.7602;3.0385;1.7423;8
25.8715;3.8847;4.1195;8.5603;3.1498;1.7724;8
25.4971;3.8279;4.035;8.3603;3.2611;1.8024;8
28.2211;3.7712;3.9505;8.1603;3.3724;1.8325;8
20.9602;3.7145;3.866;7.9603;3.4837;1.8625;8
27.5725;3.6578;3.7815;7.7603;3.628;1.9005;8
13.1764;3.6011;3.697;7.5604;3.7847;1.943;7
19.8797;3.5138;3.6816;7.7765;3.6519;1.9537;7
24.1912;3.4354;3.6765;8.0372;3.5254;1.9598;7
21.6667;3.3685;3.6822;8.3506;3.404;1.9614;7
21.0775;3.3127;3.6873;8.6933;3.2865;1.9585;7
21.7301;3.2677;3.692;9.0812;3.1723;1.9511;7
12.7823;3.2315;3.708;9.5479;3.0605;1.9394;7
22.3113;3.1883;3.7359;10.0897;2.9508;1.9265;7
9.2794;3.1526;3.6793;9.8896;2.9883;1.9364;8
20.0212;3.1168;3.6228;9.6896;3.0257;1.9462;8
20.4136;3.0811;3.5662;9.4896;3.0837;1.9561;8
16.4688;3.0453;3.5097;9.2896;3.1448;1.9659;8
20.6187;3.0096;3.4531;9.0896;3.2059;1.9758;8
18.3256;2.9738;3.3966;8.8895;3.267;1.9856;8
18.1814;2.9381;3.33;8.6895;3.3281;2.0063;8
15.9907;2.9019;3.2629;8.4895;3.3997;2.0297;8
9.1427;2.8519;3.1958;8.2895;3.4947;2.0531;8
9.8324;2.8019;3.1288;8.0894;3.5898;2.0765;8
19.5436;2.7519;3.0617;7.8894;3.6849;2.0999;8
21.4832;2.7019;2.9946;7.6894;3.7799;2.1233;8
19.7345;2.652;2.9275;7.4894;3.8806;2.1485;8
14.3767;2.602;2.8605;7.2894;4.0083;2.1841;7
19.3533;2.5522;2.8645;7.7054;3.8609;2.1888;7
16.1901;2.5123;2.8792;8.2215;3.721;2.1892;7
15.1606;2.4803;2.9053;8.934;3.587;2.1854;7
15.4863;2.4432;2.926;9.8939;3.4581;2.1774;7
14.4878;2.4155;2.9568;11.3595;3.3332;2.1652;7
13.7276;2.3971;3.0001;14.2164;3.2117;2.1488;7
9.9326;2.3878;3.0568;29.9989;3.0928;2.1282;8
13.6134;2.3728;3.0243;29.7989;3.1159;2.1182;8
10.9235;2.3577;2.9918;29.5988;3.139;2.1203;8
10.6804;2.3426;2.9594;29.3988;3.1622;2.1244;8
11.2879;2.3275;2.9269;29.1988;3.1853;2.1285;8
7.8409;2.323;2.9932;28.0384;3.0652;2.1129;7
9.1494;2.317;3.0595;27.1711;2.9501;2.093;7
8.5553;2.3199;3.1411;26.038;2.8376;2.0688;7
7.8833;2.3316;3.2397;24.5297;2.7263;2.0403;7
7.2862;2.3523;3.3569;22.6023;2.6159;2.0072;7
6.4584;2.3588;3.3547;22.4023;2.6073;1.9803;8
5.5269;2.3653;3.3524;22.2023;2.5987;1.9631;8
5.2639;2.3717;3.3502;22.0023;2.5901;1.9459;8
6.206;2.3782;3.3461;21.8024;2.5815;1.9287;8
5.1551;2.3844;3.339;21.6024;2.5729;1.9114;8
6.0755;2.3828;3.332;21.4024;2.5643;1.8942;8
6.0173;2.3813;3.3249;21.2024;2.5559;1.877;8
6.0905;2.3797;3.3178;21.0025;2.5585;1.8598;8
6.4213;2.3781;3.3107;20.8025;2.5612;1.8514;8
5.2504;2.3765;3.3037;20.6025;2.5639;1.8451;8
7.4825;2.3749;3.2966;20.4026;2.5666;1.8388;8
5.4799;2.3733;3.2895;20.2026;2.5693;1.8326;8
6.175;2.3718;3.2824;20.0026;2.5719;1.8263;8
7.2073;2.3702;3.2785;19.8026;2.5746;1.82;8
5.894;2.3686;3.2773;19.6027;2.5773;1.8137;8
6.1376;2.3651;3.2761;19.4027;2.582;1.8075;8
5.8573;2.3599;3.2749;19.2027;2.5894;1.8092;8
6.961;2.3548;3.2738;19.0027;2.5969;1.811;8
6.322;2.3497;3.2726;18.8028;2.6043;1.8129;8
6.7198;2.3445;3.2714;18.6028;2.6117;1.8148;8
7.7338;2.3394;3.2702;18.4028;2.6191;1.8167;8
7.8688;2.3343;3.269;18.2029;2.6265;1.8185;8
6.7157;2.3291;3.2734;18.0029;2.634;1.8204;8
6.4025;2.324;3.2802;17.8029;2.6414;1.8223;8
8.0772;2.3189;3.287;17.6029;2.6488;1.8252;8
6.201;2.3178;3.2938;17.403;2.6499;1.8303;8
7.1504;2.3169;3.3006;17.203;2.6511;1.8354;8
6.6121;2.3161;3.3074;17.003;2.6522;1.8405;8
6.8849;2.3153;3.3142;16.803;2.6533;1.8457;8
7.925;2.3144;3.3211;16.6031;2.6544;1.8508;8
8.9541;2.3136;3.3306;16.4031;2.6555;1.8559;8
5.5738;2.3128;3.3455;16.2031;2.6566;1.861;8
5.9168;2.3119;3.3603;16.0031;2.6577;1.8661;8
7.4936;2.3118;3.3752;15.8032;2.6588;1.8712;8
6.0418;2.3165;3.3901;15.6032;2.6599;1.8736;8
5.5478;2.3212;3.405;15.4032;2.6556;1.8744;8
6.8495;2.3259;3.4199;15.2033;2.6492;1.8752;8
7.4783;2.3306;3.4348;15.0033;2.6427;1.8759;8
7.1041;2.3353;3.454;14.8033;2.6363;1.8767;8
6.7177;2.34;3.4788;14.6033;2.6299;1.8775;8
7.6118;2.3447;3.5036;14.4034;2.6235;1.8783;8
6.2238;2.3494;3.5284;14.2034;2.6171;1.879;8
6.1024;2.3572;3.5533;14.0034;2.6107;1.8798;8
7.1861;2.3672;3.5781;13.8034;2.6043;1.8806;8
6.9764;2.3772;3.6029;13.6035;2.5979;1.8797;8
8.273;2.3872;3.6285;13.4035;2.5901;1.875;8
7.7109;2.3972;3.666;13.2035;2.5767;1.8704;8
7.5917;2.4072;3.7035;13.0035;2.5632;1.8657;8
6.3757;2.4172;3.7409;12.8036;2.5498;1.8611;8
5.9317;2.4272;3.7784;12.6036;2.5364;1.8565;8
6.9922;2.4388;3.8159;12.4036;2.5229;1.8518;8
6.0203;2.4549;3.8533;12.2037;2.5095;1.8472;8
7.274;2.4711;3.8963;12.0037;2.496;1.8426;8
6.7968;2.4872;3.951;11.8037;2.4826;1.8379;8
6.9821;2.5033;4.0056;11.6037;2.4692;1.8331;8
6.4676;2.5195;4.0603;11.4038;2.4557;1.8232;8
6.6796;2.5356;4.115;11.2038;2.4388;1.8132;8
6.3486;2.5517;4.1697;11.0038;2.4176;1.8032;8
6.3036;2.5697;4.2343;10.8038;2.3964;1.7932;8
5.9726;2.5653;4.075;11.4636;2.4697;1.8007;3
6.59;2.5571;3.9234;12.2022;2.559;1.8164;3
9.0315;2.5452;3.7782;12.6987;2.6661;1.8406;3
5.0102;2.5491;3.8215;12.4987;2.6707;1.85;8
9.0437;2.5531;3.8648;12.2987;2.6753;1.8594;8
9.3974;2.557;3.9081;12.0986;2.6799;1.8646;8
9.891;2.5609;3.9514;11.8986;2.6745;1.8678;8
9.4932;2.5649;3.9947;11.6986;2.6687;1.871;8
11.2422;2.5717;4.0702;11.4986;2.663;1.8742;8
11.3142;2.5844;4.1592;11.2986;2.6572;1.8774;8
9.7235;2.5972;4.2482;11.0985;2.6515;1.8806;8
9.3202;2.61;4.3372;10.8985;2.6457;1.8838;8
8.8482;2.6228;4.4631;10.6985;2.64;1.8869;8
9.9029;2.6356;4.6304;10.4985;2.6342;1.8901;8
11.3723;2.6483;4.7976;10.2985;2.6284;1.8933;8
8.3583;2.6623;5.093;10.0985;2.6227;1.8929;8
8.6906;2.6888;5.7689;9.8984;2.6092;1.8888;8
10.9455;2.7154;10.4804;9.6984;2.5916;1.8846;8
10.1306;2.7419;10.8299;9.4984;2.574;1.8805;8
10.9392;2.7685;11.1033;9.2984;2.5564;1.8763;8
9.9643;2.795;11.3676;9.0984;2.5388;1.8722;8
8.9194;2.7916;10.6021;9.4622;2.6224;1.8871;3
11.6034;2.7847;9.8883;9.7097;2.7232;1.9105;3
10.7746;2.7779;9.2612;9.911;2.8431;1.9424;3
14.3133;2.7753;8.7222;10.1489;2.9614;1.9771;3
12.4752;2.7691;8.1258;10.2504;3.0881;2.0143;3
10.828;2.7838;8.4091;10.0504;3.0964;2.0334;8
11.6532;2.7985;8.5666;9.8504;3.1046;2.0525;3
13.8419;2.7886;8.1307;9.9288;3.2539;2.0985;3
17.7259;2.7752;7.6699;10.0285;3.428;2.1535;3
16.0043;2.7583;7.2359;10.5827;3.5968;2.2178;3
16.8236;2.7378;6.8569;11.7296;3.7636;2.2916;3
17.9823;2.7219;6.5211;14.4034;3.9571;2.3636;3
20.2733;2.7076;6.2199;16.3578;4.1809;2.4377;3
27.8947;2.6898;5.9466;17.4655;4.4253;2.5218;3
24.6037;2.6681;5.6962;18.1319;4.6263;2.6164;3
22.5326;2.6428;5.4648;18.5863;4.8578;2.7219;3
25.6201;2.6137;5.2049;18.7925;5.1242;2.839;3
25.0155;2.5806;4.9489;18.9468;5.3738;2.9681;3
24.082;2.5435;4.7244;18.9971;5.5774;3.0779;3
28.6278;2.5213;4.889;18.7971;5.5839;3.1439;8
25.2994;2.5158;4.9219;18.5971;5.5903;3.2099;8
28.0165;2.5103;4.9548;18.3971;5.5967;3.2758;8
30.663;2.5048;4.9877;18.1971;5.6031;3.3418;8
25.671;2.5187;5.0206;17.9971;5.6045;3.4077;8
30.0716;2.559;5.0535;17.7971;5.5519;3.4737;8
30.8492;2.5993;5.0863;17.5971;5.4994;3.5396;8
29.3591;2.6414;5.0965;17.3971;5.4468;3.5946;8
28.3617;2.7357;5.0846;17.1971;5.3943;3.6343;8
29.9646;2.8299;5.0727;16.9971;5.3417;3.6741;8
35.4956;2.8325;5.0608;16.7971;5.2892;3.7138;8
23.0332;2.9216;5.0488;16.5971;5.2367;3.7535;8
24.4128;3.0107;5.0369;16.3971;5.1841;3.7932;8
27.7657;3.0998;5.025;16.1971;5.1294;3.833;8
29.2519;3.1889;5.013;15.9971;5.0285;3.8727;8
25.5442;3.278;4.989;15.7971;4.9275;3.9124;8
26.7306;3.3671;4.9635;15.5971;4.8265;3.9318;8
19.6853;3.4511;4.9379;15.3971;4.7255;3.9363;8
25.6442;3.4719;4.9124;15.1971;4.6246;3.9407;8
25.7987;3.4928;4.8869;14.9971;4.5236;3.9451;8
27.7151;3.5136;4.8613;14.7971;4.4226;3.9496;8
26.5935;3.5344;4.8358;14.5971;4.3216;3.954;8
24.5038;3.5553;4.8109;14.3971;4.2206;3.9584;8
26.0059;3.5761;4.7868;14.1971;4.2583;3.9629;8
37.8627;3.5969;4.7627;13.9971;4.1958;3.9545;8
24.7653;3.6039;4.7386;13.7971;4.1462;3.9089;8
23.9813;3.5951;4.7145;13.597;4.1263;3.8633;8
31.649;3.5863;4.6904;13.3971;4.1065;3.8176;8
30.1294;3.5775;4.6663;13.1971;4.0866;3.772;8
25.8512;3.5687;4.654;12.9971;4.0668;3.7264;8
27.6469;3.5474;4.4853;12.9803;4.2646;3.675;3
23.6693;3.5233;4.3221;12.897;4.4929;3.5676;3
25.3074;3.4963;4.1637;12.828;4.7857;3.4416;3
25.5493;3.4663;4.0094;12.7738;5.1413;3.3292;3
33.6261;3.4332;3.8586;12.6353;5.5491;3.2297;3
41.2188;3.3968;3.7108;12.499;6.0173;3.2835;3
28.6378;3.3538;3.5655;12.376;6.5201;3.2865;3
25.186;3.2864;3.5059;12.176;6.6205;3.3169;8
34.1898;3.219;3.4464;11.976;6.7208;3.3472;8
31.1122;3.1517;3.3868;11.776;6.8211;3.3776;8
37.1884;3.0843;3.3272;11.5761;6.9197;3.4136;8
38.3734;3.0169;3.2676;11.3761;6.9563;3.4701;8
30.2358;2.9496;3.2151;11.1761;6.9928;3.5266;8
34.0219;2.8833;3.1861;10.9761;7.0293;3.5831;8
37.418;2.8173;3.157;10.7761;7.0658;3.6397;8
33.9011;2.7513;3.128;10.5761;7.1023;3.697;8
32.4166;2.6853;3.0989;10.3761;7.1388;3.7645;8
30.1457;2.6192;3.0834;10.1761;7.1312;3.8321;8
28.6383;2.5536;3.1069;9.9761;7.1096;3.8996;8
33.2147;2.5003;3.1303;9.7761;7.088;3.9672;8
20.9806;2.4469;3.1538;9.5761;7.0664;4.0347;3
26.9387;2.3961;3.0349;9.4466;7.2729;4.1678;3
35.5119;2.3405;2.9371;9.2999;7.3898;4.313;3
34.1933;2.2798;2.8518;9.1409;7.4732;4.4729;3
18.1616;2.2137;2.7664;8.9914;7.5751;4.6485;8
40.5849;2.1448;2.8588;8.7914;7.5005;4.7369;8
30.3799;2.0952;3.0356;8.5914;7.3923;4.818;8
34.2889;2.0455;11.7889;8.3914;7.2841;4.8991;8
34.0387;1.9959;11.5357;8.1914;7.1759;4.9803;8
38.8049;1.9483;11.2825;7.9914;7.0677;5.0614;8
33.264;1.9377;11.0293;7.7914;6.9595;5.1425;8
31.5959;1.9271;10.7761;7.5914;6.8513;5.2236;8
39.5406;1.9166;10.5229;7.3914;6.7431;5.2781;8
36.3563;1.9177;10.2697;7.1914;6.6349;5.3276;8
35.9135;1.9669;10.0132;6.9914;6.5165;5.3772;8
36.4457;2.0162;9.7529;6.7914;6.3701;5.4268;8
26.2374;2.0654;9.4926;6.5914;6.2237;5.4764;3
38.2652;2.1187;9.4931;6.436;6.0869;5.593;3
33.7601;2.1761;9.5031;6.2871;5.9614;5.6523;3
36.6584;2.2271;9.5151;6.1446;5.847;5.7175;3
39.1021;2.2721;9.5386;6.0082;5.6852;5.7959;3
33.4723;2.3146;9.575;5.8742;5.5315;5.844;3
34.6763;2.39;9.6256;5.7233;5.3888;5.8362;3
38.6915;2.4578;9.6922;5.5781;5.2568;5.841;3
47.1284;2.5186;9.777;5.4385;5.0865;5.8571;3
35.2712;2.5729;9.8832;5.3042;4.8982;5.7617;3
39.9555;2.6212;10.0161;5.1753;4.7213;5.6805;3
33.8251;2.6836;10.1777;5.0515;4.5552;5.6129;3
36.2442;2.745;10.373;4.933;4.3994;5.4831;3
40.2747;2.8;10.6087;4.8197;4.2513;5.3332;3
33.6878;2.849;10.9328;4.7115;4.0717;5.1995;3
33.5319;2.8925;11.3344;4.6086;3.9023;5.0602;3
38.4647;2.9308;11.8891;4.4923;3.7428;4.879;3
37.1572;2.9644;12.7357;4.3803;3.5926;4.7154;3
38.292;3.0338;25.9073;4.273;3.4514;4.5684;3
34.6955;3.0971;25.5961;4.1705;3.3188;4.3639;3
19.0045;3.1538;25.2888;4.0729;3.1912;4.1425;3
30.7608;3.2045;24.7463;3.9804;3.0449;3.9415;3
35.6688;3.2497;24.1326;3.8929;2.9069;3.7592;3
